abstract_id,session_title,abstract_title,ground_truth,expected_indication,litellm_gemini_indication_response,litellm_gemini_success,litellm_gemini_selected_source,litellm_gemini_confidence_score,litellm_gemini_reasoning,litellm_gemini_rules_retrieved,litellm_gemini_components_identified,litellm_gemini_quality_metrics_completeness,litellm_gemini_quality_metrics_rule_adherence,litellm_gemini_quality_metrics_clinical_accuracy,litellm_gemini_quality_metrics_formatting_compliance,litellm_gemini_llm_calls
327741,"Acute Myeloid Leukemias: Biomarkers, Molecular Markers and Minimal Residual Disease in Diagnosis and Prognosis: Poster II",Intensive Therapy for NPM1 Mutant AML Patients: Negative Impact of FLT3-ITDhighbut Not FLT3-ITDlow and FLT3-TKD and Role of Transplant in Patients over 60 Years of Age,NPM1;;Mutant;;AML,NPM1-Mutant Acute Myeloid Leukemia,NPM1-mutated acute myeloid leukemia,True,Abstract Title: Intensive Therapy for NPM1 Mutant AML Patients...,0.95,The abstract title explicitly identifies the patient population as 'NPM1 Mutant AML Patients'. The indication is standardized by expanding the abbreviation 'AML' to 'acute myeloid leukemia' and formatting the mutation status 'NPM1 Mutant' to 'NPM1-mutated' according to standard clinical nomenclature rules.,"[{""category"": ""Common Check points"", ""subcategories"": [""Casing"", ""Abbreviations""], ""reason"": ""To ensure correct capitalization of the disease name and expansion of the 'AML' acronym.""}, {""category"": ""Biomarkers"", ""subcategories"": [""Gene symbols"", ""Mutation status""], ""reason"": ""To standardize the formatting of the 'NPM1' gene and its 'Mutant' status to 'NPM1-mutated'.""}]","[{""component"": ""AML"", ""type"": ""Disease"", ""normalized_form"": ""acute myeloid leukemia"", ""rule_applied"": ""Abbreviation Expansion""}, {""component"": ""NPM1 Mutant"", ""type"": ""Biomarker"", ""normalized_form"": ""NPM1-mutated"", ""rule_applied"": ""Mutation Status Formatting""}]",1.0,1.0,1.0,1.0,0
180285,Bone Marrow Failure: Poster I,Predictors of Efficacy in Chinese Patients with Severe Aplastic Anemia Treated with Eltrombopag and Intensive Immunosupressive Therapy,Severe Aplastic Anemia,Severe Aplastic Anemia,Severe aplastic anemia,True,abstract_title,0.98,"The medical condition is explicitly identified as 'Severe Aplastic Anemia' in the abstract title. The text 'Chinese Patients' represents a demographic subgroup which is typically excluded from the core indication unless the disease is specific to that ethnicity. The treatment 'Eltrombopag and Intensive Immunosupressive Therapy' is the intervention, not the indication. Standard sentence casing was applied.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing"", ""General""], ""reason"": ""To apply sentence case formatting and check for general extraction guidelines.""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""Demographics""], ""reason"": ""To handle the presence of specific patient population descriptors like 'Chinese Patients'.""}]","[{""component"": ""Severe Aplastic Anemia"", ""type"": ""Disease/Condition"", ""normalized_form"": ""Severe aplastic anemia"", ""rule_applied"": ""Sentence case transformation""}, {""component"": ""Chinese Patients"", ""type"": ""Demographic"", ""normalized_form"": ""Excluded"", ""rule_applied"": ""Exclude patient subgroup unless necessary""}]",1.0,1.0,1.0,1.0,0
294973,MSD - Navigating through the rapidly evolving treatment landscape for GI Cancers - A Clinical & Patient Centric Approach towards implementing Immunotherapy,Changing GEC Patient Care with IO plus Chemotherapy in First-Line,GI Cancers;;First-Line,First-Line Gastrointestinal Cancer,First-Line Gastroesophageal Cancer,True,Abstract Title,0.95,The abstract title provides a more specific disease definition ('GEC' vs 'GI Cancers') and clearly specifies the line of therapy ('First-Line'). 'GEC' was expanded to 'Gastroesophageal Cancer' and formatted to Title Case and Singular form according to the retrieved rules.,"[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To ensure the indication is formatted in Title Case (capitalizing significant words).""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To convert plural disease terms to their clinically accepted singular form (Singularization).""}]","[{""component"": ""GEC"", ""type"": ""Disease"", ""normalized_form"": ""Gastroesophageal Cancer"", ""rule_applied"": ""Abbreviation Expansion / Singularization""}, {""component"": ""First-Line"", ""type"": ""Treatment Line"", ""normalized_form"": ""First-Line"", ""rule_applied"": ""Title Case""}]",1.0,1.0,1.0,1.0,0
262206,Chronic myeloid leukemia - Clinical,Bosutinib Dose Optimization In The Second-Line Treatment Of Elderly Cml Patients: Extended 3-Year Follow-Up And Final Results Of The Best Study,Second-Line;;Elderly;;Cml,Second-Line Elderly Chronic Myeloid Leukemia,Chronic Myeloid Leukemia,True,abstract_title,0.98,The abstract title identifies 'Cml' (Chronic Myeloid Leukemia) as the condition treated. The session title confirms the full disease name. The indication is normalized to Title Case and Singular form based on standard clinical rules. Qualifiers such as 'Elderly' (Patient Sub-Group) and 'Second-Line Treatment' (Line of Therapy) provide context but the core medical indication is the disease entity.,"[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""Convert finalized medical-indication phrase to Title Case (Rule 7).""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""Convert plural terms to singular (Rule 8) and handle abbreviations.""}]","[{""component"": ""Chronic myeloid leukemia"", ""type"": ""Disease"", ""normalized_form"": ""Chronic Myeloid Leukemia"", ""rule_applied"": ""Title Case""}, {""component"": ""Cml"", ""type"": ""Abbreviation"", ""normalized_form"": ""Chronic Myeloid Leukemia"", ""rule_applied"": ""Expansion""}, {""component"": ""Elderly"", ""type"": ""Patient Sub-Group"", ""normalized_form"": ""Elderly"", ""rule_applied"": ""Extraction""}, {""component"": ""Second-Line Treatment"", ""type"": ""Line of Therapy"", ""normalized_form"": ""Second-line Treatment"", ""rule_applied"": ""Extraction""}]",1.0,1.0,1.0,1.0,0
147521,Thrombosis And Vascular Biology - Biology & Translational Research,Thrombophilia As Risk Factor For Asparaginase Related Venous Thromboembolism In Pediatric And Young Adult Patients Affected By Acute Lymphoblastic Leukemia,Venous Thromboembolism;;Pediatric;;Young Adult,Pediatric Young Adult Venous Thromboembolism,Acute Lymphoblastic Leukemia,True,abstract_title,0.95,"The abstract title explicitly identifies the patient population as those 'Affected By Acute Lymphoblastic Leukemia'. While 'Venous Thromboembolism' and 'Thrombophilia' are mentioned, they function as a complication and a risk factor respectively, not the primary indication for the patient population. Demographic descriptors ('Pediatric And Young Adult') modify 'Patients' rather than the disease name directly, so the core disease name is extracted. Standard formatting rules (Title Case, Singular) are applied.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""Rule 7 (Title case): Ensures the final indication is in Title Case.""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""Rule 8 (Singular): Ensures the indication is in the singular form (though 'Leukemia' is already singular).""}]","[{""component"": ""Acute Lymphoblastic Leukemia"", ""type"": ""Disease"", ""normalized_form"": ""Acute Lymphoblastic Leukemia"", ""rule_applied"": ""Extraction based on 'Affected By' context""}, {""component"": ""Pediatric And Young Adult"", ""type"": ""Population"", ""normalized_form"": ""Pediatric And Young Adult"", ""rule_applied"": ""Excluded (Demographic descriptor)""}, {""component"": ""Venous Thromboembolism"", ""type"": ""Condition"", ""normalized_form"": ""Venous Thromboembolism"", ""rule_applied"": ""Excluded (Complication/Secondary Condition)""}, {""component"": ""Thrombophilia"", ""type"": ""Condition"", ""normalized_form"": ""Thrombophilia"", ""rule_applied"": ""Excluded (Risk Factor)""}]",1.0,1.0,1.0,1.0,0
393283,Developmental Therapeutics,"A Phase I Study Of Safety, Pharmacokinetics, And Pharmacodynamics Of Scr-6920, A Protein Arginine Methyltransferase 5(Prmt5) Inhibitor, In Patients With Advanced Malignant Tumors",Advanced;;Malignant Tumors,Advanced Malignant Tumor,Advanced Malignant Tumor,True,"A Phase I Study Of Safety, Pharmacokinetics, And Pharmacodynamics Of Scr-6920, A Protein Arginine Methyltransferase 5(Prmt5) Inhibitor, In Patients With Advanced Malignant Tumors",0.98,"The indication was extracted from the phrase 'In Patients With Advanced Malignant Tumors' found in the abstract title. The rules for singularization were applied to convert 'Tumors' to 'Tumor', and Title Case formatting was applied according to the 'Common Check points' rules.","[{""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""Applied singularization rule to convert plural disease terms (e.g., 'tumors') to their singular form ('Tumor').""}, {""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""Applied Title Case formatting to the final indication string.""}]","[{""component"": ""Advanced Malignant Tumors"", ""type"": ""Raw Extraction"", ""normalized_form"": ""Advanced Malignant Tumor"", ""rule_applied"": ""Singularization""}]",1.0,1.0,1.0,1.0,0
262209,Chronic myeloid leukemia - Clinical,Real-Life Outcomes Of Ponatinib Treatment In Patients With Chronic Myeloid Leukemia (Cml) Or Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia (Ph+All): 5-Year-Data From A Belgian Registry,Chronic Myeloid Leukemia;;Philadelphia Chromosome-Positive;;Acute Lymphoblastic Leukemia,Chronic Myeloid Leukemia;;Ph Chromosome-Positive Acute Lymphoblastic Leukemia,Chronic Myeloid Leukemia;;Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia,True,Real-Life Outcomes Of Ponatinib Treatment In Patients With Chronic Myeloid Leukemia (Cml) Or Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia (Ph+All): 5-Year-Data From A Belgian Registry,1.0,"The abstract title explicitly identifies the patient population as those with 'Chronic Myeloid Leukemia (Cml)' or 'Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia (Ph+All)'. These are extracted as the medical indications. Following the retrieval of rules, the indications are formatted in Title Case and Singular form. The abbreviation '(Cml)' and '(Ph+All)' are removed in favor of the full normalized disease names, or if kept, would be redundant to the full text; standard practice usually extracts the full term. Multiple indications are separated by ';;'.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To ensure the indication is formatted in Title Case (e.g., 'Chronic Myeloid Leukemia').""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To ensure the indication is in the Singular form and plural terms are converted if necessary.""}]","[{""component"": ""Chronic Myeloid Leukemia"", ""type"": ""Disease"", ""normalized_form"": ""Chronic Myeloid Leukemia"", ""rule_applied"": ""Title Case""}, {""component"": ""Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia"", ""type"": ""Disease"", ""normalized_form"": ""Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia"", ""rule_applied"": ""Title Case""}]",1.0,1.0,1.0,1.0,0
180298,Bone Marrow Failure: Poster I,"Pozelimab, a Human Monoclonal Antibody Against Complement Factor C5, Provided Inhibition of Intravascular Hemolysis in Patients with Paroxysmal Nocturnal Hemoglobinuria",Paroxysmal Nocturnal Hemoglobinuria,Paroxysmal Nocturnal Hemoglobinuria,Paroxysmal Nocturnal Hemoglobinuria,True,abstract_title,1.0,"The abstract title explicitly states the study involves patients with 'Paroxysmal Nocturnal Hemoglobinuria'. The indication is extracted directly from this phrase. Standard casing rules (Title Case) and singularization rules were applied, although the term was already in the correct format.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To ensure the indication 'Paroxysmal Nocturnal Hemoglobinuria' is formatted in Title Case as per standard medical indication requirements.""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To ensure the indication is in the singular form if applicable (Rule ID 8).""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""General""], ""reason"": ""Checked for potential modifiers (e.g., 'De Novo', 'Persistent', 'Relapsed') to determine if a specific patient subgroup was indicated; none were applicable.""}]","[{""component"": ""Pozelimab"", ""type"": ""Drug"", ""normalized_form"": ""Pozelimab"", ""rule_applied"": ""N/A""}, {""component"": ""Paroxysmal Nocturnal Hemoglobinuria"", ""type"": ""Disease"", ""normalized_form"": ""Paroxysmal Nocturnal Hemoglobinuria"", ""rule_applied"": ""Title Case""}]",1.0,1.0,1.0,1.0,0
393291,Developmental Therapeutics,"Preclinical Evaluation Of Hlx42, A Novel Egfr-Targeting Adc, For Cetuximab Or Tki Resistant Cancer",Cancer,Cancer,Cetuximab or TKI Resistant Cancer,True,abstract_title,0.95,"The indication was extracted from the abstract title phrase 'For Cetuximab Or Tki Resistant Cancer'. The study type ('Preclinical Evaluation') and drug information ('Hlx42, A Novel Egfr-Targeting Adc') were excluded to isolate the target condition.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""Ensure the indication starts with a capital letter and acronyms like TKI are preserved.""}, {""category"": ""Patient Sub-Group"", ""subcategories"": [""Resistance""], ""reason"": ""Include resistance markers (Cetuximab or TKI resistant) as they define the specific patient population targeted.""}]","[{""component"": ""Cetuximab or TKI Resistant"", ""type"": ""Modifier"", ""normalized_form"": ""Cetuximab or TKI resistant"", ""rule_applied"": ""Keep resistance modifiers""}, {""component"": ""Cancer"", ""type"": ""Disease"", ""normalized_form"": ""Cancer"", ""rule_applied"": ""Standardize disease term""}]",1.0,1.0,0.95,1.0,0
180300,Bone Marrow Failure: Poster I,Clinical Presentation of Patients with Adult Late-Onset Telomere Biology Disorders - Results from the Aachen Telomeropathy Registry,Adult;;Late-Onset;;Telomere Biology Disorders,Adult Late-Onset Telomere Biology Disorder,Adult Late-Onset Telomere Biology Disorder,True,Clinical Presentation of Patients with Adult Late-Onset Telomere Biology Disorders - Results from the Aachen Telomeropathy Registry,0.98,"The indication was extracted from the abstract title as it contains the specific patient population and condition. The phrase 'Adult Late-Onset Telomere Biology Disorders' was identified. Following the retrieved rules, the plural 'Disorders' was converted to the singular 'Disorder' (Rule ID 8), and the entire string was formatted in Title Case (Rule ID 7). 'Adult' and 'Late-Onset' were retained as they describe a specific clinical subgroup of the condition.","[{""category"": ""Common Check points"", ""subcategories"": [""Casing""], ""reason"": ""To ensure the indication follows standard capitalization rules (Title Case).""}, {""category"": ""Common Check points"", ""subcategories"": [""General""], ""reason"": ""To handle pluralization and ensure the indication is in the singular form.""}]","[{""component"": ""Adult Late-Onset Telomere Biology Disorders"", ""type"": ""Condition"", ""normalized_form"": ""Adult Late-Onset Telomere Biology Disorder"", ""rule_applied"": ""Singular (ID: 8)""}]",1.0,1.0,1.0,1.0,0
